ngram,freq,COMP,NEG,NEUT,None,POS,max.value,max.prop 
숨/어/지내,1,0,1,0,0,0,NEG,1
숨소리,1,0,0,0,0,1,POS,1
숨지,1,0,1,0,0,0,NEG,1
숫자,1,0,1,0,0,0,NEG,1
숫자/나라,1,0,1,0,0,0,NEG,1
숫자/나라/의,1,0,1,0,0,0,NEG,1
숭배,1,0,1,0,0,0,NEG,1
숭배/를,1,0,1,0,0,0,NEG,1
숭배/를/강요,1,0,1,0,0,0,NEG,1
숱하,1,0,1,0,0,0,NEG,1
숱하/ㄴ,1,0,1,0,0,0,NEG,1
숱하/ㄴ/폭력,1,0,1,0,0,0,NEG,1
숲,2,0,0.5,0,0,0.5,NEG,0.5
숲/을,2,0,0.5,0,0,0.5,NEG,0.5
숲/을/거느리,1,0,1,0,0,0,NEG,1
숲/을/걸,1,0,0,0,0,1,POS,1
쉬,1,0,0,1,0,0,NEUT,1
쉬/ㄹ,1,0,0,1,0,0,NEUT,1
쉬/ㄹ/새,1,0,0,1,0,0,NEUT,1
쉽,18,0,0.388888889,0,0.055555556,0.555555556,POS,0.555555556
쉽/게,6,0,0.5,0,0.166666667,0.333333333,NEG,0.5
쉽/게/결심,1,0,1,0,0,0,NEG,1
쉽/게/굳,1,0,0,0,0,1,POS,1
쉽/게/내다보이,1,0,1,0,0,0,NEG,1
쉽/게/말,1,0,0,0,1,0,None,1
쉽/게/찢어지,1,0,1,0,0,0,NEG,1
쉽/ㄴ,1,0,0,0,0,1,POS,1
쉽/ㄴ/책,1,0,0,0,0,1,POS,1
쉽/므로,1,0,0,0,0,1,POS,1
쉽/므로/규정,1,0,0,0,0,1,POS,1
쉽/은,1,0,0,0,0,1,POS,1
쉽/은/바닥,1,0,0,0,0,1,POS,1
쉽/지,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
쉽/지/않,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
스럽,17,0.058823529,0.411764706,0,0,0.529411765,POS,0.529411765
스럽/게,3,0,0,0,0,1,POS,1
스럽/게/이루,1,0,0,0,0,1,POS,1
스럽/게/주례,1,0,0,0,0,1,POS,1
스럽/기,1,0,1,0,0,0,NEG,1
스럽/기/짝,1,0,1,0,0,0,NEG,1
스럽/ㄴ,3,0,0.333333333,0,0,0.666666667,POS,0.666666667
스럽/ㄴ/발현,1,0,0,0,0,1,POS,1
스럽/ㄴ/천진,1,0,0,0,0,1,POS,1
스럽/ㄴ/한,1,0,1,0,0,0,NEG,1
스럽/ㄹ,1,1,0,0,0,0,COMP,1
스럽/ㄹ/만큼,1,1,0,0,0,0,COMP,1
스럽/어,1,0,1,0,0,0,NEG,1
스럽/어/하,1,0,1,0,0,0,NEG,1
스럽/지,1,0,1,0,0,0,NEG,1
스럽/지/않,1,0,1,0,0,0,NEG,1
스스로,3,0,0,0,0,1,POS,1
스스로/전화,1,0,0,0,0,1,POS,1
스스로/전화/를,1,0,0,0,0,1,POS,1
스스로/하,1,0,0,0,0,1,POS,1
스스로/하/아야,1,0,0,0,0,1,POS,1
스스로,1,0,0,0,0,1,POS,1
스스로/를,1,0,0,0,0,1,POS,1
스스로/를/격려,1,0,0,0,0,1,POS,1
스타,1,0,0,0,0,1,POS,1
스토리,2,0,0.5,0,0,0.5,NEG,0.5
스펙터클,1,0,0,0,0,1,POS,1
스펙터클/하,1,0,0,0,0,1,POS,1
스펙터클/하/ㄴ,1,0,0,0,0,1,POS,1
슬프,1,0,1,0,0,0,NEG,1
슬픔,1,0,1,0,0,0,NEG,1
슬픔/의,1,0,1,0,0,0,NEG,1
슬픔/의/눈물,1,0,1,0,0,0,NEG,1
습관,1,0,1,0,0,0,NEG,1
습기,2,0,0,0,0,1,POS,1
습기/가,1,0,0,0,0,1,POS,1
습기/가/차,1,0,0,0,0,1,POS,1
습기/에,1,0,0,0,0,1,POS,1
습기/에/도,1,0,0,0,0,1,POS,1
습니까,2,0,0,0,0,1,POS,1
습니다,17,0.058823529,0.352941176,0,0,0.588235294,POS,0.588235294
승부,1,0,0,0,0,1,POS,1
승부/를,1,0,0,0,0,1,POS,1
승부/를/걸,1,0,0,0,0,1,POS,1
승진,2,0,1,0,0,0,NEG,1
승진/가능,1,0,1,0,0,0,NEG,1
승진/가능/성,1,0,1,0,0,0,NEG,1
승진/하,1,0,1,0,0,0,NEG,1
승진/하/도록,1,0,1,0,0,0,NEG,1
시,9,0,0.555555556,0,0,0.444444444,NEG,0.555555556
시/고,1,0,1,0,0,0,NEG,1
시/고/이,1,0,1,0,0,0,NEG,1
시/ㄴ,1,0,1,0,0,0,NEG,1
시/ㄴ/적,1,0,1,0,0,0,NEG,1
시/는,1,0,1,0,0,0,NEG,1
시/는/그분,1,0,1,0,0,0,NEG,1
시/ㅂ니까,1,0,1,0,0,0,NEG,1
시/ㅂ시오,3,0,0,0,0,1,POS,1
시/어요,2,0,0.5,0,0,0.5,NEG,0.5
시,1,0,0,1,0,0,NEUT,1
시/되,1,0,0,1,0,0,NEUT,1
시/되/지,1,0,0,1,0,0,NEUT,1
시각,2,0,0,0.5,0,0.5,NEUT,0.5
시각/이,2,0,0,0.5,0,0.5,NEUT,0.5
시각/이/대표,1,0,0,0,0,1,POS,1
시각/이/생겨나,1,0,0,1,0,0,NEUT,1
시간,4,0,0.75,0,0,0.25,NEG,0.75
시간/도,1,0,1,0,0,0,NEG,1
시간/도/없,1,0,1,0,0,0,NEG,1
시간/윤전기,1,0,1,0,0,0,NEG,1
시간/윤전기/노동자,1,0,1,0,0,0,NEG,1
시간/을,1,0,1,0,0,0,NEG,1
시간/을/망설이,1,0,1,0,0,0,NEG,1
시간/정도,1,0,0,0,0,1,POS,1
시간/정도/노래,1,0,0,0,0,1,POS,1
시급,3,0,1,0,0,0,NEG,1
시급/하,2,0,1,0,0,0,NEG,1
시급/하/ㄴ,1,0,1,0,0,0,NEG,1
시기,1,0,1,0,0,0,NEG,1
시기/가,1,0,1,0,0,0,NEG,1
시기/가/있,1,0,1,0,0,0,NEG,1
시나리오,1,0,0,1,0,0,NEUT,1
시나리오/를,1,0,0,1,0,0,NEUT,1
시나리오/를/쓰,1,0,0,1,0,0,NEUT,1
시달리,2,0,1,0,0,0,NEG,1
시대,6,0,0.5,0,0,0.5,NEG,0.5
시대/가,1,0,0,0,0,1,POS,1
시대/가/막,1,0,0,0,0,1,POS,1
시대/로,1,0,0,0,0,1,POS,1
시대/로/뚫,1,0,0,0,0,1,POS,1
시대/에서,1,0,1,0,0,0,NEG,1
시대/여성,1,0,0,0,0,1,POS,1
시대/여성/들,1,0,0,0,0,1,POS,1
시대/정신,1,0,1,0,0,0,NEG,1
시대/정신/에,1,0,1,0,0,0,NEG,1
시도,2,0,0,0,0,1,POS,1
시도/하,2,0,0,0,0,1,POS,1
시련,1,0,1,0,0,0,NEG,1
시멘트,2,0,1,0,0,0,NEG,1
시멘트/길,1,0,1,0,0,0,NEG,1
시멘트/덩어리,1,0,1,0,0,0,NEG,1
시사,1,0,0,1,0,0,NEUT,1
시사/하,1,0,0,1,0,0,NEUT,1
시선,1,0,0,0,0,1,POS,1
시선/이,1,0,0,0,0,1,POS,1
시선/이/두드러지,1,0,0,0,0,1,POS,1
시설,1,0,0,0,0,1,POS,1
시설/을,1,0,0,0,0,1,POS,1
시설/을/갖추,1,0,0,0,0,1,POS,1
시약,1,0,1,0,0,0,NEG,1
시약/을,1,0,1,0,0,0,NEG,1
시인,1,0,0,1,0,0,NEUT,1
시인/의,1,0,0,1,0,0,NEUT,1
시인/의/바로,1,0,0,1,0,0,NEUT,1
시작,4,0,0.25,0,0,0.75,POS,0.75
시작/되,1,0,1,0,0,0,NEG,1
시작/되/ㄴ,1,0,1,0,0,0,NEG,1
시작/하,3,0,0,0,0,1,POS,1
시작/하/ㄹ,1,0,0,0,0,1,POS,1
시작/하/았,2,0,0,0,0,1,POS,1
시장,3,0,0.333333333,0,0,0.666666667,POS,0.666666667
시장/개척,1,0,0,0,0,1,POS,1
시장/개척/에,1,0,0,0,0,1,POS,1
시장/을,1,0,0,0,0,1,POS,1
시장/을/활성,1,0,0,0,0,1,POS,1
시장/이,1,0,1,0,0,0,NEG,1
시장/이/대여,1,0,1,0,0,0,NEG,1
시절,5,0,0.4,0,0,0.6,POS,0.6
시절/부터,2,0,0.5,0,0,0.5,NEG,0.5
시절/부터/의,1,0,0,0,0,1,POS,1
시절/부터/줄곧,1,0,1,0,0,0,NEG,1
시절/은,1,0,1,0,0,0,NEG,1
시절/은/가,1,0,1,0,0,0,NEG,1
시절/추억,1,0,0,0,0,1,POS,1
시절/추억/떠오르,1,0,0,0,0,1,POS,1
시중,1,0,0,0,0,1,POS,1
시중/보다,1,0,0,0,0,1,POS,1
시집,2,0,0.5,0,0,0.5,NEG,0.5
시집/갈피,1,0,0,0,0,1,POS,1
시집/갈피/마다,1,0,0,0,0,1,POS,1
시집/을,1,0,1,0,0,0,NEG,1
시집/을/보,1,0,1,0,0,0,NEG,1
시치미,1,0,0,1,0,0,NEUT,1
시치미/뚝,1,0,0,1,0,0,NEUT,1
시치미/뚝/떼,1,0,0,1,0,0,NEUT,1
시키,18,0,0.555555556,0,0,0.444444444,NEG,0.555555556
시키/고,1,0,0,0,0,1,POS,1
시키/고/싶,1,0,0,0,0,1,POS,1
시키/기,1,0,0,0,0,1,POS,1
시키/기/위하,1,0,0,0,0,1,POS,1
시키/는,2,0,1,0,0,0,NEG,1
시키/는/걸림돌,1,0,1,0,0,0,NEG,1
시키/는/결여,1,0,1,0,0,0,NEG,1
시키/어,1,0,0,0,0,1,POS,1
시키/어/보*,1,0,0,0,0,1,POS,1
시험,1,0,1,0,0,0,NEG,1
식,1,0,0,0,1,0,None,1
식/으로,1,0,0,0,1,0,None,1
식,1,0,1,0,0,0,NEG,1
식/은,1,0,1,0,0,0,NEG,1
식/은/땀,1,0,1,0,0,0,NEG,1
식물,2,0,0,1,0,0,NEUT,1
식물/없,1,0,0,1,0,0,NEUT,1
식물/없/는,1,0,0,1,0,0,NEUT,1
식물/을,1,0,0,1,0,0,NEUT,1
식물/을/생각,1,0,0,1,0,0,NEUT,1
식민,3,0,1,0,0,0,NEG,1
식민/화,2,0,1,0,0,0,NEG,1
식민/화/전략,1,0,1,0,0,0,NEG,1
식민/화/프로젝트,1,0,1,0,0,0,NEG,1
식욕,1,0,0,1,0,0,NEUT,1
식욕/부진,1,0,0,1,0,0,NEUT,1
식탁,1,0,1,0,0,0,NEG,1
식탁/을,1,0,1,0,0,0,NEG,1
식탁/을/점령,1,0,1,0,0,0,NEG,1
식품,1,0,1,0,0,0,NEG,1
식품/이,1,0,1,0,0,0,NEG,1
식품/이/우리,1,0,1,0,0,0,NEG,1
신,6,0,0,0,0,1,POS,1
신/나,3,0,0,0,0,1,POS,1
신/나/게,1,0,0,0,0,1,POS,1
신/들리,1,0,0,0,0,1,POS,1
신/들리/ㄴ,1,0,0,0,0,1,POS,1
신/이,2,0,0,0,0,1,POS,1
신/이/나,2,0,0,0,0,1,POS,1
신,2,0,0,0.5,0,0.5,NEUT,0.5
신/세대,1,0,0,0,0,1,POS,1
신/세대/바람,1,0,0,0,0,1,POS,1
신/제품,1,0,0,1,0,0,NEUT,1
신/제품/의,1,0,0,1,0,0,NEUT,1
신경,1,0,0,1,0,0,NEUT,1
신경/계통,1,0,0,1,0,0,NEUT,1
신경/계통/의,1,0,0,1,0,0,NEUT,1
신기,1,0,0,0,0,1,POS,1
신기/가,1,0,0,0,0,1,POS,1
신기/가/무대,1,0,0,0,0,1,POS,1
신기,1,0,0,0,0,1,POS,1
신기/하,1,0,0,0,0,1,POS,1
신기/하/ㄴ,1,0,0,0,0,1,POS,1
신동,1,0,0,0,0,1,POS,1
신동/으로,1,0,0,0,0,1,POS,1
신동/으로/알리,1,0,0,0,0,1,POS,1
신라,1,0,0,0,0,1,POS,1
신라/의,1,0,0,0,0,1,POS,1
신라/의/중요,1,0,0,0,0,1,POS,1
신뢰,1,0,0,0,0,1,POS,1
신명,1,0,0,0,0,1,POS,1
신명/나,1,0,0,0,0,1,POS,1
신문,2,0,0,0,0,1,POS,1
신문/을,2,0,0,0,0,1,POS,1
신문/을/입,2,0,0,0,0,1,POS,1
신비,1,0,0,0,0,1,POS,1
신비/스럽,1,0,0,0,0,1,POS,1
신속히,1,0,0,0,0,1,POS,1
신속히/대응,1,0,0,0,0,1,POS,1
신속히/대응/하,1,0,0,0,0,1,POS,1
신화,2,0,0,0,0,1,POS,1
신화/를,1,0,0,0,0,1,POS,1
신화/를/만들,1,0,0,0,0,1,POS,1
신화/적,1,0,0,0,0,1,POS,1
신화/적/인식,1,0,0,0,0,1,POS,1
실감,3,0,0,0,0,1,POS,1
실감/나,2,0,0,0,0,1,POS,1
실감/하,1,0,0,0,0,1,POS,1
실로,2,0,1,0,0,0,NEG,1
실로/어처구니,1,0,1,0,0,0,NEG,1
실로/어처구니/없,1,0,1,0,0,0,NEG,1
실로/유감,1,0,1,0,0,0,NEG,1
실로/유감/스럽,1,0,1,0,0,0,NEG,1
실마리,1,0,0,0,0,1,POS,1
실마리/를,1,0,0,0,0,1,POS,1
실마리/를/제공,1,0,0,0,0,1,POS,1
실명,2,0,1,0,0,0,NEG,1
실명/제,2,0,1,0,0,0,NEG,1
실명/제/위반,2,0,1,0,0,0,NEG,1
실상,1,0,1,0,0,0,NEG,1
실상/을,1,0,1,0,0,0,NEG,1
실상/을/입,1,0,1,0,0,0,NEG,1
실용,1,0,0,0,0,1,POS,1
실용/적,1,0,0,0,0,1,POS,1
실용/적/이,1,0,0,0,0,1,POS,1
실정,1,0,0,0,0,1,POS,1
실정/에,1,0,0,0,0,1,POS,1
실정/에/대하,1,0,0,0,0,1,POS,1
실제,1,0,0,0,1,0,None,1
실조,1,0,1,0,0,0,NEG,1
실천,3,0.333333333,0,0,0,0.666666667,POS,0.666666667
실천/을,1,1,0,0,0,0,COMP,1
실천/을/부추기,1,1,0,0,0,0,COMP,1
실천/하,1,0,0,0,0,1,POS,1
실천/하/아야,1,0,0,0,0,1,POS,1
실패자,1,0,1,0,0,0,NEG,1
실패자/이,1,0,1,0,0,0,NEG,1
실패자/이/다,1,0,1,0,0,0,NEG,1
실현,4,0,0.25,0,0,0.75,POS,0.75
실현/가능,1,0,1,0,0,0,NEG,1
실현/가능/성,1,0,1,0,0,0,NEG,1
실현/되,1,0,0,0,0,1,POS,1
실현/을,1,0,0,0,0,1,POS,1
실현/을/뜻,1,0,0,0,0,1,POS,1
싫,1,0,1,0,0,0,NEG,1
싫/은,1,0,1,0,0,0,NEG,1
싫/은/학생,1,0,1,0,0,0,NEG,1
싫어하,1,0,1,0,0,0,NEG,1
싫증,1,0,1,0,0,0,NEG,1
싫증/을,1,0,1,0,0,0,NEG,1
싫증/을/내,1,0,1,0,0,0,NEG,1
심각,1,0,1,0,0,0,NEG,1
심각/성,1,0,1,0,0,0,NEG,1
심각/성/을,1,0,1,0,0,0,NEG,1
심각,1,0,1,0,0,0,NEG,1
심각/하,1,0,1,0,0,0,NEG,1
심근,1,0,0,1,0,0,NEUT,1
심근/경색,1,0,0,1,0,0,NEUT,1
심리,2,0,0.5,0.5,0,0,NEG,0.5
심리/를,1,0,0,1,0,0,NEUT,1
심리/를/담,1,0,0,1,0,0,NEUT,1
심부전증,1,0,0,1,0,0,NEUT,1
심부전증/등,1,0,0,1,0,0,NEUT,1
심부전증/등/심장,1,0,0,1,0,0,NEUT,1
심심찮,1,0,0,1,0,0,NEUT,1
심심찮/게,1,0,0,1,0,0,NEUT,1
심위,1,0,0,0,0,1,POS,1
심위/에,1,0,0,0,0,1,POS,1
심위/에/의,1,0,0,0,0,1,POS,1
심장,2,0.5,0,0.5,0,0,COMP,0.5
심장/질환,1,0,0,1,0,0,NEUT,1
심장/질환/의,1,0,0,1,0,0,NEUT,1
심장/하,1,1,0,0,0,0,COMP,1
심지어,2,0,0,0,1,0,None,1
심화,2,0,0.5,0,0,0.5,NEG,0.5
심화/시키,1,0,0,0,0,1,POS,1
심화/시키/고,1,0,0,0,0,1,POS,1
심화/하,1,0,1,0,0,0,NEG,1
심회,1,0,1,0,0,0,NEG,1
심회/가,1,0,1,0,0,0,NEG,1
심회/가/돋아나,1,0,1,0,0,0,NEG,1
십상,1,0,1,0,0,0,NEG,1
십상/이,1,0,1,0,0,0,NEG,1
싶,23,0.043478261,0.173913043,0.086956522,0.173913043,0.52173913,POS,0.52173913
싶/다는,1,0,1,0,0,0,NEG,1
싶/다는/욕심,1,0,1,0,0,0,NEG,1
싶/습니다,1,0,0,0,0,1,POS,1
싶/어,3,0,0,0,0.333333333,0.666666667,POS,0.666666667
싶/어/하,2,0,0,0,0.5,0.5,None,0.5
싶/어,1,1,0,0,0,0,COMP,1
싶/어요,1,0,0,0,0,1,POS,1
싶/었,2,0,1,0,0,0,NEG,1
싶/었/을까,1,0,1,0,0,0,NEG,1
싶/었/지만,1,0,1,0,0,0,NEG,1
싶/은,3,0,0.333333333,0.333333333,0,0.333333333,NEG,0.333333333
싶/은/기분,2,0,0.5,0.5,0,0,NEG,0.5
싶/은/마음,1,0,0,0,0,1,POS,1
싸,6,0,0,0,0,1,POS,1
싸/게,2,0,0,0,0,1,POS,1
싸/게/사,1,0,0,0,0,1,POS,1
싸/게/팔,1,0,0,0,0,1,POS,1
싸/고,1,0,0,0,0,1,POS,1
싸/고/좋,1,0,0,0,0,1,POS,1
싸/ㄴ,2,0,0,0,0,1,POS,1
싸/ㄴ/값,2,0,0,0,0,1,POS,1
싸구려,1,0,1,0,0,0,NEG,1
싸구려/로,1,0,1,0,0,0,NEG,1
싸구려/로/둔갑,1,0,1,0,0,0,NEG,1
싸늘,1,0,1,0,0,0,NEG,1
싸늘/하,1,0,1,0,0,0,NEG,1
싸우,2,0,1,0,0,0,NEG,1
싸움,1,0,1,0,0,0,NEG,1
싸움/을,1,0,1,0,0,0,NEG,1
싸움/을/일으키,1,0,1,0,0,0,NEG,1
쌓,1,0,0,0,0,1,POS,1
써먹,1,0,1,0,0,0,NEG,1
써먹/지,1,0,1,0,0,0,NEG,1
써먹/지/못하,1,0,1,0,0,0,NEG,1
썩이,1,0,1,0,0,0,NEG,1
쏟,3,0,0,0.333333333,0,0.666666667,POS,0.666666667
쏟/아,1,0,0,1,0,0,NEUT,1
쏟/아/지,1,0,0,1,0,0,NEUT,1
쏟아지,1,0,0,0,0,1,POS,1
쏠리,1,0,0,0,0,1,POS,1
쏠쏠,1,0,0,0,0,1,POS,1
쏠쏠/하,1,0,0,0,0,1,POS,1
쏴아아,1,0,0,0,0,1,POS,1
쏴아아/열리,1,0,0,0,0,1,POS,1
쑥스럽,2,0.5,0,0,0,0.5,COMP,0.5
쓰,3,0,1,0,0,0,NEG,1
쓰/군,1,0,1,0,0,0,NEG,1
쓰/ㄴ,2,0,1,0,0,0,NEG,1
쓰/ㄴ/소리,2,0,1,0,0,0,NEG,1
쓰,11,0,0.272727273,0.090909091,0,0.636363636,POS,0.636363636
쓰/거나,1,0,1,0,0,0,NEG,1
쓰/거나/인터뷰,1,0,1,0,0,0,NEG,1
쓰/는,2,0,0.5,0,0,0.5,NEG,0.5
쓰/는/물건,1,0,0,0,0,1,POS,1
쓰/는/사람,1,0,1,0,0,0,NEG,1
쓰/ㄹ,4,0,0.25,0.25,0,0.5,POS,0.5
쓰/ㄹ/때,2,0,0,0.5,0,0.5,NEUT,0.5
쓰/ㄹ/수,2,0,0.5,0,0,0.5,NEG,0.5
쓰/어,1,0,0,0,0,1,POS,1
쓰/어/보,1,0,0,0,0,1,POS,1
쓰러지,2,0,0.5,0,0,0.5,NEG,0.5
쓰러지/지,1,0,0,0,0,1,POS,1
쓰러지/지/않,1,0,0,0,0,1,POS,1
쓰레기,1,0,1,0,0,0,NEG,1
쓰레기/봉투,1,0,1,0,0,0,NEG,1
쓰레기/봉투/로,1,0,1,0,0,0,NEG,1
쓸쓸,3,0.333333333,0.333333333,0,0,0.333333333,COMP,0.333333333
쓸쓸/하,3,0.333333333,0.333333333,0,0,0.333333333,COMP,0.333333333
쓸쓸/하/ㄴ,1,0,0,0,0,1,POS,1
쓸쓸/하/ㅁ,1,1,0,0,0,0,COMP,1
씁쓸,2,0,1,0,0,0,NEG,1
씁쓸/하,2,0,1,0,0,0,NEG,1
씁쓸/하/ㅁ,1,0,1,0,0,0,NEG,1
씌우,1,0,1,0,0,0,NEG,1
씌우/었,1,0,1,0,0,0,NEG,1
씌우/었/다,1,0,1,0,0,0,NEG,1
씨,1,0,0,0,0,1,POS,1
씨발,1,0,1,0,0,0,NEG,1
아,90,0.011111111,0.366666667,0.044444444,0.044444444,0.533333333,POS,0.533333333
아/가*,1,0,0,0,0,1,POS,1
아/가,4,0,0.5,0,0,0.5,NEG,0.5
아/가지,1,0,0,1,0,0,NEUT,1
아/가지/고,1,0,0,1,0,0,NEUT,1
아/걸,1,0,1,0,0,0,NEG,1
아/결국,1,0,1,0,0,0,NEG,1
아/결국/죽,1,0,1,0,0,0,NEG,1
아/고통,1,0,1,0,0,0,NEG,1
아/고통/을,1,0,1,0,0,0,NEG,1
아/관심,1,0,0,0,0,1,POS,1
아/관심/이,1,0,0,0,0,1,POS,1
아/교육,1,0,1,0,0,0,NEG,1
아/교육/을,1,0,1,0,0,0,NEG,1
아/그래,1,0,0,0,0,1,POS,1
아/그래/나,1,0,0,0,0,1,POS,1
아/나서,1,0,0,0,0,1,POS,1
아/나약,1,0,0,0,0,1,POS,1
아/나약/하,1,0,0,0,0,1,POS,1
아/내,1,0,0,1,0,0,NEUT,1
아/넘치,1,0,0,0,0,1,POS,1
아/다시,1,0,0,0,0,1,POS,1
아/다시/시작,1,0,0,0,0,1,POS,1
아/떨어지,1,0,0,0,0,1,POS,1
아/머리,2,0,1,0,0,0,NEG,1
아/머리/도,1,0,1,0,0,0,NEG,1
아/머리/를,1,0,1,0,0,0,NEG,1
아/먹,1,0,1,0,0,0,NEG,1
아/먹/을,1,0,1,0,0,0,NEG,1
아/버리,1,0,1,0,0,0,NEG,1
아/버리/고,1,0,1,0,0,0,NEG,1
아/보,2,0,0,0,0,1,POS,1
아/보/아라,1,0,0,0,0,1,POS,1
아/보/아야,1,0,0,0,0,1,POS,1
아/보이,4,0,0.5,0,0,0.5,NEG,0.5
아/보이/지,1,0,1,0,0,0,NEG,1
아/산,1,0,1,0,0,0,NEG,1
아/산/에,1,0,1,0,0,0,NEG,1
아/살길,1,0,0,0,0,1,POS,1
아/살길/을,1,0,0,0,0,1,POS,1
아/상의,1,0,0,0,0,1,POS,1
아/상의/도,1,0,0,0,0,1,POS,1
아/스스로,1,0,0,0,0,1,POS,1
아/스스로/하,1,0,0,0,0,1,POS,1
아/쓰,2,0,0,0,0,1,POS,1
아/약,1,0,1,0,0,0,NEG,1
아/약/을,1,0,1,0,0,0,NEG,1
아/언로,1,0,1,0,0,0,NEG,1
아/언로/가,1,0,1,0,0,0,NEG,1
아/역시,1,0,0,0,0,1,POS,1
아/역시/이색,1,0,0,0,0,1,POS,1
아/오,3,0,0,0,0,1,POS,1
아/오/던,1,0,0,0,0,1,POS,1
아/우리말,1,0,0,0,0,1,POS,1
아/우리말/로,1,0,0,0,0,1,POS,1
아/이런저런,1,0,0,0,0,1,POS,1
아/이런저런/얘기,1,0,0,0,0,1,POS,1
아/있,5,0,0.4,0,0,0.6,POS,0.6
아/있/는,1,0,1,0,0,0,NEG,1
아/있/다,1,0,0,0,0,1,POS,1
아/있/다,1,0,1,0,0,0,NEG,1
아/주,10,0,0.6,0,0.1,0.3,NEG,0.6
아/주/고,1,0,1,0,0,0,NEG,1
아/주/ㄴ,1,0,1,0,0,0,NEG,1
아/주/는,1,0,0,0,0,1,POS,1
아/주/니,1,0,0,0,0,1,POS,1
아/주/ㄹ,1,0,1,0,0,0,NEG,1
아/주/어서,1,0,1,0,0,0,NEG,1
아/중국,1,0,0,0,0,1,POS,1
아/중국/과,1,0,0,0,0,1,POS,1
아/지,17,0.058823529,0.117647059,0.058823529,0,0.764705882,POS,0.764705882
아/지/고,1,0,0,0,0,1,POS,1
아/지/면,1,0,0,0,0,1,POS,1
아/지/었,1,0,0,0,0,1,POS,1
아/지/지,1,0,0,0,0,1,POS,1
아/지속,1,0,1,0,0,0,NEG,1
아/지속/되,1,0,1,0,0,0,NEG,1
아/하,1,0,0,0,0,1,POS,1
아/하/는,1,0,0,0,0,1,POS,1
아/하,4,0,0.5,0,0,0.5,NEG,0.5
아/하/는,1,0,1,0,0,0,NEG,1
아/한,1,0,1,0,0,0,NEG,1
아/한/숟가락,1,0,1,0,0,0,NEG,1
아/훨씬,1,0,1,0,0,0,NEG,1
아/훨씬/떨어지,1,0,1,0,0,0,NEG,1
아,1,0,1,0,0,0,NEG,1
아끼,1,0,0,0,0,1,POS,1
아끼/어,1,0,0,0,0,1,POS,1
아끼/어/모으,1,0,0,0,0,1,POS,1
아내,1,0,1,0,0,0,NEG,1
아니,1,0,1,0,0,0,NEG,1
아니,39,0,0.358974359,0.102564103,0.384615385,0.153846154,None,0.384615385
아니/ㄴ가,2,0,1,0,0,0,NEG,1
아니/ㄴ가/거리,1,0,1,0,0,0,NEG,1
아니/ㄴ가/하,1,0,1,0,0,0,NEG,1
아니/다,2,0,0.5,0.5,0,0,NEG,0.5
아니/ㄹ,1,0,1,0,0,0,NEG,1
아니/ㄹ/수,1,0,1,0,0,0,NEG,1
아니/라,13,0,0.076923077,0,0.923076923,0,None,0.923076923
아니/라니까,1,0,1,0,0,0,NEG,1
아니/면,1,0,0,0,0,1,POS,1
아니/면/절대,1,0,0,0,0,1,POS,1
아니/ㅂ니까,2,0,0,0,0.5,0.5,None,0.5
아니/ㅂ니다,1,0,1,0,0,0,NEG,1
아니/지만,1,0,0,0,0,1,POS,1
아니/지만/연극,1,0,0,0,0,1,POS,1
아도,6,0,0.166666667,0.166666667,0.666666667,0,None,0.666666667
아도/예술품,1,0,1,0,0,0,NEG,1
아도/예술품/을,1,0,1,0,0,0,NEG,1
아들,1,0,1,0,0,0,NEG,1
아들/도,1,0,1,0,0,0,NEG,1
아들/도/낳,1,0,1,0,0,0,NEG,1
아라,1,0,0,0,0,1,POS,1
아랑곳,2,0,0,0,0,1,POS,1
아랑곳/하,2,0,0,0,0,1,POS,1
아랑곳/하/지,2,0,0,0,0,1,POS,1
아름답,10,0,0.3,0,0,0.7,POS,0.7
아름답/게,1,0,0,0,0,1,POS,1
아름답/게/성취,1,0,0,0,0,1,POS,1
아름답/다는,1,0,1,0,0,0,NEG,1
아름답/다는/칭찬,1,0,1,0,0,0,NEG,1
아름답/ㅁ,2,0,0.5,0,0,0.5,NEG,0.5
아름답/ㅁ/이,1,0,0,0,0,1,POS,1
아름답/은,1,0,0,0,0,1,POS,1
아름답/지,1,0,1,0,0,0,NEG,1
아름답/지/못하,1,0,1,0,0,0,NEG,1
아마,1,0,0,0,0,1,POS,1
아마/그때,1,0,0,0,0,1,POS,1
아마/그때/이,1,0,0,0,0,1,POS,1
아무,2,0,1,0,0,0,NEG,1
아무/것,2,0,1,0,0,0,NEG,1
아무/것/도,2,0,1,0,0,0,NEG,1
아무,2,0,0.5,0,0,0.5,NEG,0.5
아무/나,1,0,0,0,0,1,POS,1
아무/나/하,1,0,0,0,0,1,POS,1
아무/도,1,0,1,0,0,0,NEG,1
아무/도/저,1,0,1,0,0,0,NEG,1
아무래도,1,0,0,0,1,0,None,1
아무런,3,0,0.666666667,0.333333333,0,0,NEG,0.666666667
아무런/보탬,1,0,1,0,0,0,NEG,1
아무런/보탬/이,1,0,1,0,0,0,NEG,1
아무런/응답,1,0,0,1,0,0,NEUT,1
아무런/응답/이,1,0,0,1,0,0,NEUT,1
아무런/제한,1,0,1,0,0,0,NEG,1
아무런/제한/이,1,0,1,0,0,0,NEG,1
